OBJECTID,PARKID,PARKNAME,NAME_ALT,PARK_ADDR,CITY_MUNI,COUNTY,STATE,PARKSTATUS,WINTER_STS,FUNC_TYPE,LANDOWNER,OWNERTYPE,AGENCYNAME,AGENCYTYPE,YEAROPEN,LANDCOVER,WATERACRES,LAND_ACRES,PARK_ACRES,PLND_ACRES,TRL_MILES,ACQSOURCE,ACQMETHOD,ACQCOMMENT,DEVSOURCE,DEVCOMMENT,RESTRICTS,LWCFPROT,OTHERPROT,RESPRTCMNT,SERVICAREA,MGTPRIORTY,VLTR_OPPS,SPEC_FEAT,PARK_HOURS,PKING_CAP,VISITORCTS,PASSHOLDER,PARK_EMAIL,PARK_PHONE,PARK_URL,MNTCEEMAIL,MNTCEPHONE,DATAAUTHOR,EDITED_BY,EDITED_DT,CREATED_BY,CREATED_DT,ShapeSTArea,ShapeSTLength
621,34022,Mills Landing,,12810 Minnetonka Blvd,Minnetonka,053,MN,Open,Open,,,,Minnetonka,05,,,,,2.39958014,,,,,,,,,,,,,,,,5:00am to 10:00pm,,,,,952-939-8200,https://www.minnetonkamn.gov/our-city/parks-trails/minnetonka-parks,,,Minnetonka,,,,,9710.756282925,456.529921084678
622,34023,Mini Tonka,,16001 Lake St Extension,Minnetonka,053,MN,Open,Open,,,,Minnetonka,05,,,,,0.56907032,,,,,,,,,,,,,,,,5:00am to 10:00pm,,,,,952-939-8200,https://www.minnetonkamn.gov/our-city/parks-trails/minnetonka-parks,,,Minnetonka,,,,,2302.945869015,199.826426405774
623,46006,Minikahda Vista Park,,3901 Inglewood Ave S,St. Louis Park,053,MN,Open,Open,,,,St. Louis Park,05,,,,,5.09315407,,,,,,,,,,,,,,,,Unknown,,,,info@stlouispark.org,952-924-2500,https://www.stlouisparkmn.gov/our-city/thing-to-do/parks,,,Hennepin County,,,,,20611.26325112,752.81140404728
624,28046,Minnaqua Greenbelt,,5218 Minnaqua Drive,Golden Valley,053,MN,Open,Open,,,,Golden Valley,05,,,,,4.96989962,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,,763-593-8000,https://www.goldenvalleymn.gov/183/Parks-Trails-Recreation,,,Golden Valley,,,,,20116.6543732,1313.16392905405
625,34024,Minnehaha Cr Headwaters,,16501 Grays Bay Blvd,Minnetonka,053,MN,Open,Open,,,,Minnetonka,05,,,,,1.04256376,,,,,,,,,,,,,,,,5:00am to 10:00pm,,,,,952-939-8200,https://www.minnetonkamn.gov/our-city/parks-trails/minnetonka-parks,,,Minnetonka,,,,,4219.10583978,286.20472822726
626,01117,Minnehaha Creek Park,,Along Minnehaha Creek,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,56.90243573,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,230275.987502665,16239.0189715839
627,01070,Minnehaha Creek Park / Parkway,,Along Minnehaha Pkwy,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,175.57036999,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,710508.07935889,29925.1671965394
628,30001,Minnehaha Creek Preserve,,3100 Hopkins Crossroad,Hopkins,053,MN,Open,Open,,,,Hopkins,05,,,,,26.29956013,,,,,,,,,,,,,,,,Unknown,,,,,952-935-8474,https://www.hopkinsmn.com/Facilities?clear=False,,,Hennepin County,,,,,106430.5438071,1378.43024964827
629,01118,Minnehaha Park,,4801 Minnehaha Ave S.,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,160.7006943,,,,,,,,,,,,,,,,Hours Vary,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,650332.63680025,8920.33151286553
630,34040,Minnetonka Mills,,13209 McGinty Rd E,Minnetonka,053,MN,Open,Open,,,,Minnetonka,05,,,,,19.99805322,,,,,,,,,,,,,,,,5:00am to 10:00pm,,,,,952-939-8200,https://www.minnetonkamn.gov/our-city/parks-trails/minnetonka-parks,,,Minnetonka,,,,,80929.25012746,1993.94435188682
631,40042,Mission Hills,,3955 Zachary Lane N,Plymouth,053,MN,Open,,Neighborhood & Mini Park,,,Plymouth,05,,,,,18.69240708,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,75645.48765958,2744.51739255091
632,02014,Mississippi Gateway Regional Park,Coon Rapids Dam Regional Park,10360 West River Road,Brooklyn Park,053,MN,Open,Open,Park Reserve,,,Three Rivers Park District,04,,,,,165.30583144,,,,,,,,,,,,,,,,5:00am to 10:00pm,,,,,763-559-9000,https://www.threeriversparks.org/locations,,,Three Rivers Park District,,,,,668968.965604625,7718.36863464608
633,50031,Mississippi Point Park,,651 West River Road,Champlin,053,MN,Open,,,,,Champlin,05,,,,,3.58348222,,,,,,,,,,,,,,,,Sunrise to 10:30pm,,,,recreation@ci.champlin.mn.us,763-421-8100,https://ci.champlin.mn.us/255/City-Parks-Trails,,,Champlin,,,,,14501.838031995,539.638546927912
634,56006,Mississippi River Park,,Levee St & Baxter Ave,Dayton,053,MN,Open,Open,,,,Dayton,05,,,,,0.92941027,,,,,,,,,,,,,,,,Unknown,,,,,763-427-4589,https://cityofdaytonmn.com/departments/parksrec/parks/,,,Hennepin County,,,,,3759.328955655,287.563052658144
635,61037,Mitchell Marsh Conservation Area,,7520 EILEEN ST,Eden Prairie,053,MN,Open,Open,,,,Eden Prairie,05,,,,,37.82935724,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,952-949-8300,https://www.edenprairie.org/amenities/parks-trails-recreation/parks,,,City of Eden Prairie,,,,,153089.97729856,2414.98023891714
636,61055,Mitchell Point,,17580 TOFT CV,Eden Prairie,053,MN,Open,Open,,,,Eden Prairie,05,,,,,1.79719549,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,952-949-8300,https://www.edenprairie.org/amenities/parks-trails-recreation/parks,,,City of Eden Prairie,,,,,7273.695917525,456.446334886107
637,20036,Moir Park,,104th and Morgan Avenue S,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,21.24183351,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,85965.56197419,1292.01815689366
638,48076,Monroe Elementary,,700 Meadowood Drive,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,13.09331202,,,,,,,,,,,,,,,,Unknown,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,52986.75381955,1080.01119520491
639,48032,Monroe Park,,700 Meadowwood Drive,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,6.04453288,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,24461.3566859,682.716079526564
640,42010,Monroe Park,,6710 Irving Ave,Richfield,053,MN,Open,,,,,Richfield,05,,,,,9.19920558,,,,,,,,,,,,,,,,Unknown,,,,,612-861-9700,https://www.richfieldmn.gov/departments/parks_and_recreation/parks/index.php,,,Richfield,,,,,37227.864185135,1228.82919380658
641,34025,Mooney,,2910 Oak Lea Dr,Minnetonka,053,MN,Open,Open,,,,Minnetonka,05,,,,,105.6286406,,,,,,,,,,,,,,,,5:00am to 10:00pm,,,,,952-939-8200,https://www.minnetonkamn.gov/our-city/parks-trails/minnetonka-parks,,,Minnetonka,,,,,427463.942597695,3754.43515418848
642,50030,Morningside Park,,13100 Union Terrace Lane,Champlin,053,MN,Open,,,,,Champlin,05,,,,,0.45015291,,,,,,,,,,,,,,,,Sunrise to 10:30pm,,,,recreation@ci.champlin.mn.us,763-421-8100,https://ci.champlin.mn.us/255/City-Parks-Trails,,,Champlin,,,,,1821.70420293,174.837411033983
643,01028,Morris Park,,5531 39th Ave S,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,3.86299137,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,15632.971437645,546.132236229945
644,20037,Mound Springs Park,,10201 11th Avenue S,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,2.69138772,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,10891.65968626,444.079934426415
645,20038,Mount Normandale Lake Park,,6251 84th Street W,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,180.34696846,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,729836.033463175,4110.75741084563
646,01005,Mueller Park,,25th St W & Bryant Ave S,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,1.83011944,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,7406.230604965,349.690279545684
647,01081,Murphy Square,,801 22nd Ave S,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,3.16758461,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,12818.76011844,456.022431687409
648,28013,Natchez Park,,201 Natchez Avenue North,Golden Valley,053,MN,Open,Open,,,,Golden Valley,05,,,,,5.4181884,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,,763-593-8000,https://www.goldenvalleymn.gov/183/Parks-Trails-Recreation,,,Golden Valley,,,,,21927.085290165,671.396413028953
649,20039,Nativity Church Playfields,,9900 Lyndale Avenue S,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,11.25156608,,,,,,,,,,,,,,,,Unknown,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,45533.47245086,884.873621437169
650,40034,Nature Canyon,,13919 45th Avenue N,Plymouth,053,MN,Open,,Neighborhood & Mini Park,,,Plymouth,05,,,,,71.12993656,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,287852.640603395,3398.95121839998
651,99002,Nature Center,,"1115 LaSalle St Wayzata, MN 55391",Wayzata,053,MN,Unknown,,,,,Wayzata,05,,,,,13.5193876,,,,,,,,,,,,,,,,Unknown,,,,,952-473-0234,https://www.wayzata.org/Facilities?clear=False,,,Wayzata,,,,,54711.020543,1069.38703690051
652,38002,Navarre Playground,,3408 Lyric Ave,Orono,053,MN,Open,Open,,,,Orono,05,,,,,1.10985045,,,,,,,,,,,,,,,,"Sunrise to Sunset, 5:00am to 10:00pm",,,,,952-249-4600,https://www.oronomn.gov/394/Parks-Golf-Course-Facilities,,,Orono,,,,,4491.4054368,308.549159095071
653,61056,Neill Lake Trail Access East,,9114 NEILL LAKE RD,Eden Prairie,053,MN,Open,Open,,,,Eden Prairie,05,,,,,2.73808825,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,952-949-8300,https://www.edenprairie.org/amenities/parks-trails-recreation/parks,,,City of Eden Prairie,,,,,11080.65000766,1113.25498059072
654,61057,Neill Lake Trail Access West,,9099 LARKSPUR LN,Eden Prairie,053,MN,Open,Open,,,,Eden Prairie,05,,,,,0.77156663,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,952-949-8300,https://www.edenprairie.org/amenities/parks-trails-recreation/parks,,,City of Eden Prairie,,,,,3123.739209825,238.494576420857
655,72001,Nelson Lakeside Park,,"1860 Symes St, Long Lake, MN 55356",Long Lake,053,MN,Open,,,,,Long Lake,05,,,,,2.48687908,,,,,,,,,,,,,,,,Unknown,,,,,952-473-6961,https://www.longlakemn.gov/parks-recreation,,,Long Lake,,,,,10064.042562445,787.659342260288
656,46017,Nelson Park,,2500 Georgia Ave S,St. Louis Park,053,MN,Open,Open,,,,St. Louis Park,05,,,,,7.89729791,,,,,,,,,,,,,,,,Unknown,,,,info@stlouispark.org,952-924-2500,https://www.stlouisparkmn.gov/our-city/thing-to-do/parks,,,Hennepin County,,,,,31959.23075668,941.424577783155
657,61016,Nesbitt Preserve Park,,8641 CENTER WAY,Eden Prairie,053,MN,Open,Open,,,,Eden Prairie,05,,,,,25.3837061,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,952-949-8300,https://www.edenprairie.org/amenities/parks-trails-recreation/parks,,,City of Eden Prairie,,,,,102725.97256418,1587.97229365107
658,86021,New Hope Golf Course,,8130 Bass Lake Rd,New Hope,053,MN,Open,Closed,,,,New Hope,05,,,,,26.27074659,,,,,,,,,,,,,,,,Unknown,,,,,763-531-5100,https://www.ci.new-hope.mn.us/city_hall/parks_and_recreation/parks_and_trails,,,Hennepin County,,,,,106313.93956002,1587.72387135935
659,01111,Nicollet Island Park,,40 Power St.,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,20.332522,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,82282.7972324,4085.19768875847
660,42005,Nicollet Park,,6300 First Ave,Richfield,053,MN,Open,,,,,Richfield,05,,,,,6.16073382,,,,,,,,,,,,,,,,Unknown,,,,,612-861-9700,https://www.richfieldmn.gov/departments/parks_and_recreation/parks/index.php,,,Richfield,,,,,24931.60521946,646.8112341309
661,61038,Nine Mile Creek Conservation Area,,7790 GOLDEN TRIANGLE DR,Eden Prairie,053,MN,Open,Open,,,,Eden Prairie,05,,,,,99.20491528,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,952-949-8300,https://www.edenprairie.org/amenities/parks-trails-recreation/parks,,,City of Eden Prairie,,,,,401463.66078125,9577.61283673557
662,20040,Nine Mile Creek Park,,2509 West 98th Street,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,0.24704023,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,999.736339,143.031645277697
663,20041,Nine Mile Playlot,,2141 Overlook Drive,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,0.34447939,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,1392.729625535,147.82064479762
664,42028,No Name Park,,68th St W & Oliver Ave S,Richfield,053,MN,Open,,,,,Richfield,05,,,,,0.35334124,,,,,,,,,,,,,,,,Unknown,,,,,612-861-9700,https://www.richfieldmn.gov/departments/parks_and_recreation/parks/index.php,,,Richfield,,,,,1429.92127256,195.876137166013
665,48020,Noble Sports Park,,4701 97th Avenue North,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,51.59075256,,,,,,,,,,,,,,,,Unknown,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,208780.368318615,2170.06191554169
666,59010,Nocomo Beach,,19276 Walden Trl,Deephaven,053,MN,Open,Open,,,,Deephaven,05,,,,,0.69267431,,,,,,,,,,,,,,,,"Sunrise to Sunset, 5:00am to 10:00pm",,,,,952-474-4755,https://cityofdeephaven.org/city-parks-trails-2/,,,Deephaven,,,,,2803.153468315,283.663852065769
667,02002,Noerenberg Gardens,Noerenberg Memorial Gardens,2840 North Shore Drive,Wayzata,053,MN,Open,Closed,Special Recreation Feature,,,Three Rivers Park District,04,,,,,73.58892748,,,,,,,,,,,,,,,,May-Oct 8:00am to Sunset,,,,,763-559-9000,https://www.threeriversparks.org/locations,,,Three Rivers Park District,,,,,297803.823794005,3405.73679011709
668,42029,Norby's Pond ,,69th St E & 2nd Ave S,Richfield,053,MN,Open,,,,,Richfield,05,,,,,4.94254886,,,,,,,,,,,,,,,,Unknown,,,,,612-861-9700,https://www.richfieldmn.gov/departments/parks_and_recreation/parks/index.php,,,Richfield,,,,,20001.785614775,687.296058752973
669,44012,Norma DuBois Kelly Park,,4100 Xenia Ave N,Robbinsdale,053,MN,Open,Open,,,,Robbinsdale,05,,,,,1.74071728,,,,,,,,,,,,,,,,Unknown,,,,,763-537-4534,https://www.robbinsdalemn.com/services/recreation-parks-facilities/parks-facilities,,,Hennepin County,,,,,7044.43292272,366.604247695162
670,20042,Normandale Hills Elementary,,9501 Toledo Avenue S,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,13.81658205,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,55918.796925015,968.94431335032
671,24028,Normandale Park,,6501 Warren Avenue South,Edina,053,MN,Open,Open,,,,Edina,05,,,,,13.29374734,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,952-927-8861,https://www.edinamn.gov/1782/Parks-Trails,,,City of Edina,,,,,53797.88679442,1041.84295859485
672,06001,North Arm Boat Landing,,3700 North Shore Dr,Orono,053,MN,Open,Open,,,,Hennepin County,03,,,,,1.17558666,,,,,,,,,,,,,,,,"Sunrise to Sunset, 5:00am to 10:00pm",,,,,612-348-3777,https://www.hennepin.us/residents#recreation,,,Orono,,,,,4757.430409915,320.559287320822
673,54001,North Bass Lake Park,,5624 Welcome Ave N,Crystal,053,MN,Open,Open,,,,Crystal,05,,,,,2.34729962,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,Crystal.Recreation@crystalmn.gov,763-531-1000,https://parksrecreation.hosted.civiclive.com/cms/One.aspx?portalId=11785244&pageId=11911153,,,Hennepin County,,,,,6159.80714192,350.598426627711
674,01013,North Commons Park,,1801 James Ave N,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,25.72400156,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,104101.340941135,1304.47978924568
675,92001,North Community Park,,13750 Bittersweet Ln,Rogers,053,MN,Open,Open,,,,Rogers Recreation Department,05,,,,,50.7120091,,,,,,,,,,,,,,,,6:00am to 11:00pm,,,,,763-428-2253,https://www.rogersmn.gov/parkstovisit,,,Rogers,,,,,205224.21972848,1931.04848351327
676,36007,North Cusoke Park,,2600 North Saunders Lake Drive,Minnetrista,053,MN,Open,Open,,,,,,,,,,0.95733098,,,,,,,,,,,,,,,,Unknown,,,,,952-446-1660,https://www.cityofminnetrista.com/parks-commission,,,Minnetrista,,,,,3874.18104195,262.946282625819
677,48081,North Hennepin Community College,,7411 85th Avenue North,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,74.91326637,,,,,,,,,,,,,,,,Unknown,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,303163.233128365,2318.30473488739
678,48052,North Hennepin Regional Trail,,Hwy 169 to Mississippi River,Brooklyn Park,053,MN,Open,,,,,Three Rivers Park District,04,,,,,232.82904021,,,,,,,,,,,,,,,,Unknown,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,942225.69669235,14850.4247499994
679,54012,North Lions Park,,6100 Jersey Ave N,Crystal,053,MN,Open,Open,,,,Crystal,05,,,,,12.6308109,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,Crystal.Recreation@crystalmn.gov,763-531-1000,https://parksrecreation.hosted.civiclive.com/cms/One.aspx?portalId=11785244&pageId=11911153,,,Hennepin County,,,,,51115.0782141,1012.75373685185
680,01092,North Mississippi Park,,4900 N Mississippi Ct,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,66.93726385,,,,,,,,,,,,,,,,Hours Vary,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,270885.496145025,7160.12443688907
681,02004,North Mississippi Regional Park,North Mississippi Regional Park,4900 Mississippi Court,Brooklyn Center,053,MN,Open,Open,Regional Park,,,Three Rivers Park District,04,,,,,15.9483829,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-559-9000,https://www.threeriversparks.org/locations,,,Three Rivers Park District,,,,,64540.8157587,4254.40784578053
682,28014,North Tyrol Park,,900 Westwood Drive South,Golden Valley,053,MN,Open,Open,,,,Golden Valley,05,,,,,9.13149873,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,,763-593-8000,https://www.goldenvalleymn.gov/183/Parks-Trails-Recreation,,,Golden Valley,,,,,36953.86426674,1253.95495310738
683,20043,Northcrest Playlot,,3500 West 81st Street,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,13.28423339,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,53767.255257775,1963.03182655232
684,01109,Northeast Athletic Field,,1615 Pierce St. NE,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,36.71791353,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,148592.12420086,2719.76673770045
685,48018,Northern Trail Park,,10201 France Avenue North,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,27.66965599,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,111975.12506316,2456.38281549093
686,50029,Northland Park,,8001 114th Ave N,Champlin,053,MN,Open,Open,,,,Champlin,05,,,,,16.61589381,,,,,,,,,,,,,,,,Sunrise to 10:30pm,,,,recreation@ci.champlin.mn.us,763-421-8100,https://ci.champlin.mn.us/255/City-Parks-Trails,,,Champlin,,,,,67242.136561765,1080.93363312017
687,22011,Northport Park,,55th & Sailor Lane,Brooklyn Center,053,MN,Open,,,,,Brooklyn Center,05,,,,,18.31547297,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,recreation@ci.brooklyn-center.mn.us,763-569-3400,https://www.brooklyncentermn.gov/government/departments/recreation/parks-trails,,,Brooklyn Center,,,,,74120.084232745,1878.89369013592
688,92029,Northridge Preserve,,11418 Trail Haven Rd,Rogers,053,MN,Open,Open,,,,Rogers Recreation Department,05,,,,,19.95798057,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-428-2253,https://www.rogersmn.gov/parkstovisit,,,Rogers,,,,,80767.081856665,1225.83440644856
689,48068,Northview Junior High,,5869 69th Avenue North,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,25.09116103,,,,,,,,,,,,,,,,Unknown,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,101540.326142155,1298.10865250108
690,40058,Northwest Greenway,,5605 Lawndale Lane N,Plymouth,053,MN,Open,,Northwest Greenway,,,Plymouth,05,,,,,303.0792217,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,1226518.11026706,18257.2812082254
691,86013,Northwood Park,,3815 Boone Ave N,New Hope,053,MN,Open,Open,,,,New Hope,05,,,,,64.52212006,,,,,,,,,,,,,,,,Unknown,,,,,763-531-5100,https://www.ci.new-hope.mn.us/city_hall/parks_and_recreation/parks_and_trails,,,Hennepin County,,,,,261110.533478035,4566.58865800111
692,48017,Northwoods Park,,7600 107th Avenue North,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,58.74159836,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,237718.814596545,2819.00684931985
693,48062,Norwood Park,,8100 Newton Avenue North,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,31.99967731,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,129498.099761125,2535.6456556859
694,76030,Nottingham Neighborhood Park,,15901 73rd Place N.,Maple Grove,053,MN,Open,Open,,,,Maple Grove,05,,,,,5.26850775,,,,,,,,,,,,,,,,6:00am to 11:00pm,,,,,763-494-6000,https://www.maplegrovemn.gov/540/Parks-and-trails,,,Hennepin County,,,,,21320.89442764,640.754175255214
695,50028,Oak Creek Park,,1306 Pleasant View Lane,Champlin,053,MN,Open,,,,,Champlin,05,,,,,2.50859601,,,,,,,,,,,,,,,,Sunrise to 10:30pm,,,,recreation@ci.champlin.mn.us,763-421-8100,https://ci.champlin.mn.us/255/City-Parks-Trails,,,Champlin,,,,,10151.927872745,500.181647636103
696,20044,Oak Grove Middle & Elementary,,Humboldt and 106th Street,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,34.73947192,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,140583.709445035,1548.2681836272
697,48053,Oak Grove Park,,10251 Zane Avenue North,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,67.84908532,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,274575.506690815,4513.17417605215
698,34045,Oak Haven,,13608 Spring Lake Rd,Minnetonka,053,MN,Open,Open,,,,Minnetonka,05,,,,,2.87634848,,,,,,,,,,,,,,,,5:00am to 10:00pm,,,,,952-939-8200,https://www.minnetonkamn.gov/our-city/parks-trails/minnetonka-parks,,,Minnetonka,,,,,11640.169309235,479.196220208122
699,46045,Oak Hill Park,,3201 Rhode Island Ave S,St. Louis Park,053,MN,Open,Open,,,,St. Louis Park,05,,,,,17.87603302,,,,,,,,,,,,,,,,Unknown,,,,info@stlouispark.org,952-924-2500,https://www.stlouisparkmn.gov/our-city/thing-to-do/parks,,,Hennepin County,,,,,72341.7409312,1142.6611284955
700,30012,Oakes Park,,900 Lake St NE,Hopkins,053,MN,Open,Open,,,,Hopkins,05,,,,,5.39098814,,,,,,,,,,,,,,,,Unknown,,,,,952-935-8474,https://www.hopkinsmn.com/Facilities?clear=False,,,Hennepin County,,,,,21816.55498292,616.219161464912
701,40074,Oakview Pond,,1101 Oakview Lane N,Plymouth,053,MN,Open,,Natural Areas & Open Space,,,Plymouth,05,,,,,1.79574997,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,7267.142319145,345.227484523957
702,40017,Oakwood Playfield,,1700 County Road 101,Plymouth,053,MN,Open,,Playfield,,,Plymouth,05,,,,,23.78081768,,,,,,,,,,,,,,,,7:00am to 10:30pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,96237.55477001,1829.54273825034
